web-scraper-order,web-scraper-start-url,category,category-href,product,product-href,product_name,product_description,product_price,product_color,product_image-src,sub_category
1720555253-30,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,Nike Dunk Low Photon Dust (Women's)Lowest AskCA$131,https://stockx.com/nike-dunk-low-photon-dust-w,Nike Dunk LowPhoton Dust,"The women's Nike Dunk Low Photon Dust (W) is made of white leather with Photon Dust leather overlays and Swooshes. A woven Nike label on the tongue and embroidered Nike branding completes the design.

The women's Nike Dunk Low Photon Dust (W) released in May of 2021 and retailed for $100.",131,White/Photon Dust-White,https://images.stockx.com/360/Nike-Dunk-Low-Photon-Dust-W/Images/Nike-Dunk-Low-Photon-Dust-W/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1635256235&h=384&q=60,Nike
1720555255-31,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,Jordan 3 Retro SP Nina Chanel Abney Bicoastal (Women's)Lowest AskCA$290,https://stockx.com/air-jordan-3-retro-sp-nina-chanel-abney-bicoastal-womens,Jordan 3 Retro SPNina Chanel Abney Bicoastal,"The Jordan Air Jordan 3 Retro SP Nina Chanel Abney Bicoastal (Women's) is a stunning collaboration that merges fine art with sneaker culture. Featuring a unique colorway of bicoastal green, black, malachite, and fossil, this sneaker stands out with its striking design elements. The green canvas and suede upper, combined with rope laces, offers a fresh and stylish look. The modified Jumpman logo on the tongue, a first for a Jordan retro collaboration, adds a distinctive touch that highlights the innovative approach taken in this design. 

This sneaker celebrates the artistic brilliance of Nina Chanel Abney, a fine artist known for her bold and vibrant works. The Jordan 3, first introduced in 1988, is reinterpreted through Abney's creative lens, resulting in a sneaker that is both a piece of art and a fashion statement. The leather heel tab with a chenille Nike Air logo adds to the unique aesthetic, making this model a must-have for collectors. 

Released on June 20, 2024, and retailing at $225, the Jordan Air Jordan 3 Retro SP Nina Chanel Abney Bicoastal (Women's) is a standout piece in any collection. This sneaker seamlessly blends the heritage of the Jordan brand with contemporary artistic expression, offering a stylish and culturally significant addition to your wardrobe. Don’t miss out on this exceptional model that embodies the spirit of innovation and creativity.",290,Bicoastal/Black/Malachite/Fossil,https://images.stockx.com/360/Air-Jordan-3-Retro-SP-Nina-Chanel-Abney-Bicoastal-Womens/Images/Air-Jordan-3-Retro-SP-Nina-Chanel-Abney-Bicoastal-Womens/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1718742246&h=384&q=60,Air Jordan
1720555260-33,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,Saint Laurent NUXX Crossbody BlackLowest AskCA$969,https://stockx.com/saint-laurent-nuxx-crossbody-black,Saint Laurent NUXX CrossbodyBlack,"The Saint Laurent Nuxx Crossbody Bag Black is a luxurious and versatile accessory that seamlessly blends functionality with high fashion.




This bag boasts a sleek silhouette with clean lines and a solid black colorway, reflecting Saint Laurent's signature minimalist aesthetic. Its understated elegance makes it suitable for both casual outings and formal occasions. Crafted from high-quality nylon, this bag exudes luxury and refinement. The choice of materials ensures durability and longevity, allowing the bag to withstand daily wear with ease. It is designed to be compact yet practical, offering enough space to carry essentials without feeling bulky or cumbersome. The bag comes with an adjustable crossbody strap for customizable wear as well as a zipper closure to provide peace of mind for keeping belongings safe and secure while on the move.




What our experts most enjoy about the Saint Laurent Nuxx Crossbody Bag Black is the iconic branding in large, white lettering that appears on the bag’s front. This accessory originally retailed for $890.",969,Nylon,https://images.stockx.com/images/Saint-Laurent-NUXX-Crossbody-Black.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&trimcolor=ffffff&updated_at=1692392823&q=60,Saint Laurent
1720555262-34,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,Jacquemus Le Bambino Long Shoulder Bag WhiteLowest AskCA$751,https://stockx.com/jacquemus-le-bambino-long-shoulder-bag-white,Jacquemus Le Bambino Long Shoulder BagWhite,Please Note: Dust bag and box are not required or included for this product.,751,Leather,https://images.stockx.com/images/Jacquemus-Le-Bambino-Long-Shoulder-Bag-White.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&trimcolor=ffffff&updated_at=1641993075&q=60,Other Brands
1720555264-35,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,"OFF-WHITE Jitney 2.8 Top Handle BlueLowest AskCA$1,119",https://stockx.com/off-white-jitney-28-non-braided-top-handle-blue,OFF-WHITE Jitney 2.8 Top Handle,"Please Note: This item comes with a dust bag, the box is not required.","1,119",Blue,https://images.stockx.com/images/OFF-WHITE-Jitney-28-Non-Braided-Top-Handle-Blue.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&trimcolor=ffffff&updated_at=1714716696&q=60,Off-White
1720555267-36,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,Prada Rectangle Sunglasses Black (SPRA07 1ABFS0)Lowest AskCA$471,https://stockx.com/prada-rectangle-sunglasses-black-spra07-1abfs0,Prada Rectangle Sunglasses,Please Note: Dust bag and box are not required for this accessory.,471,Black (SPRA07 1ABFS0),https://images.stockx.com/images/Prada-Rectangle-Sunglasses-Black-SPRA07-1ABFS0.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&trimcolor=ffffff&updated_at=1707763949&q=60,Prada
1720555269-37,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,Balenciaga Cat Eye Sunglasses Havana/Havana Brown (BB0097S-30008869-003)Lowest AskCA$167,https://stockx.com/balenciaga-cat-eye-sunglasses-havana-havana-brown-bb0097s-30008869-003,Balenciaga Cat Eye Sunglasses,Please Note: Dust bag and box are not required for this accessory.,167,Havana/Havana Brown (BB0097S-30008869-003),https://images.stockx.com/images/Balenciaga-Cat-Eye-Sunglasses-Havana-Havana-Brown-BB0097S-30008869-003.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&trimcolor=ffffff&updated_at=1716488569&q=60,Balenciaga
1720555272-38,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,Nike Zoom Vomero 5 Designed by Japan (Women's)Lowest AskCA$215,https://stockx.com/nike-zoom-vomero-5-design-by-japan-womens,Nike Zoom Vomero 5,"The Nike Zoom Vomero 5 Designed by Japan (Women's) is a layered multicolored sneaker that finds inspiration in the ""Moon Shoe"" designed by Nike co-founder Bill Bowerman. Although the sneaker boasts a variety of colors, most of the tones are neutral or earthy, which prevents the hues from clashing.




The base comes in Pale Ivory with full-grain leather, soft suede, synthetic, plastic, and mesh details across the upper. The suede overlays in Pale Ivory are thin and create a web-like pattern. Black leather Swooshes reach across the side panels and complement the black on the rubber outsole. However, the outsole also features Light Bone, Aquarius Blue, and Orange-brown hues. The traction pattern pays homage to the waffle sole found on the ""Moon Shoe.""




Our StockX experts like the addition of layered Aquarius Blue, Light Bone, and White on the bulky midsole. The Nike Zoom Vomero 5 Designed by Japan (Women's) was released on May 10, 2024, and retailed at $180.",215,Pale Ivory/Black-Light Bone-Pale Vanilla-Aquarius Blue,https://images.stockx.com/360/Nike-Zoom-Vomero-5-Design-By-Japan-Womens/Images/Nike-Zoom-Vomero-5-Design-By-Japan-Womens/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1718029241&h=384&q=60,Nike
1720555274-39,https://stockx.com/sneakers/most-popular,Women,https://stockx.com/browse/women,Prada Symbole Sunglasses Black (SPR17W_E1AB_F05S0_C_049)Lowest AskCA$305,https://stockx.com/prada-symbole-sunglasses-black-spr17w-e1ab-f05s0-c-049,Prada Symbole Sunglasses,"The Prada Symbole Sunglasses Black (SPR17W_E1AB_F05S0_C_049) are a stylish and contemporary eyewear option that embodies the brand's commitment to innovation and luxury.




These Prada sunglasses make a bold fashion statement while providing excellent sun protection with their sleek design and careful attention to detail. Their frame is crafted from high-quality acetate, a durable and lightweight material that ensures comfort and longevity. Their dark gray lenses are carefully selected to provide 100% UV protection, shielding the eyes from harmful sun rays while maintaining optical clarity. A black colorway gives the sunglasses a classic and versatile nature, making them suitable for any number of occasions. This accessory comes in a universal fit.




What our experts agree is the standout feature of the Prada Symbole Sunglasses Black (SPR17W_E1AB_F05S0_C_049) is the symmetrical metal detailing on the temples, which showcases the iconic Prada logo. These sunglasses originally retailed with a price tag of $520.",305,NA,https://images.stockx.com/360/Prada-Symbole-Sunglasses-Black-SPR17W-E1AB-F05S0-C-049/Images/Prada-Symbole-Sunglasses-Black-SPR17W-E1AB-F05S0-C-049/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1707150291&h=384&q=60,Prada
1720554994-1,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Nike SB Dunk Low Big Money SavingsLowest AskCA$196,https://stockx.com/nike-sb-dunk-low-big-money-savings,Nike SB Dunk Low,"Introducing the Nike SB Dunk Low Big Money Savings, a sneaker that pays homage to the thrifty spirit and celebrates the art of the find. Released on April 17, 2024, these kicks are a perfect match for the crowd with a penchant for vintage vibes and sustainable fashion. Decked in a mix of baroque brown, summit white, sanddrift, dark smoke grey, and paradise aqua, the design mirrors the eclectic array of goods one might discover in antique, vintage and thrift shops.​
​​
​Constructed with a medley of premium materials, the Nike SB Dunk Low tells its unique story through textures that evoke the thrill of thrifting. You'll notice the suede overlays reminiscent of well-worn leathers and rope-textured laces that speak to the craft and quality of past eras. The sneaker's inner tongue features a boldly stated 'BIG MONEY SAVINGS' tag, a playful nod to the unexpected deals and steals found in the hunt for hidden gems.​
​​
​At $125, the Nike SB Dunk Low Big Money Savings is a narrative woven into each thread, inspired by a sustainable choice that resonates with the values of its wearers. It's an invitation to explore the stories behind the style, to embrace the patina of the past, and to make a fashion statement that is as conscious as it is cool.",196,Baroque Brown/Summit White-Sanddrift-Dark Smoke Grey-Paradise Aqua,https://images.stockx.com/360/Nike-SB-Dunk-Low-Big-Money-Savings/Images/Nike-SB-Dunk-Low-Big-Money-Savings/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1710948107&h=384&q=60,Nike
1720554996-2,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Nike Air DT Max '96 Black White (2024)Lowest AskCA$238,https://stockx.com/nike-air-dt-max-96-black-white-2024,Nike Air DT Max '96,"The Nike Air DT Max '96 Black White (2024) is a shoe designed as a revival of the original design from the 1990s. 




This iteration of the Nike Air DT Max ‘96 is constructed with a white leather base for the upper. The upper is covered with a black leather overlay that looks like it’s dripping from the top in streaks down the white midsole and into the outsole. Black also forms the toe cap, and on the lateral side, the black streaks have perforations that reveal a Varsity Maize yellow color underneath. Small yellow Nike swooshes also appear on each side of the ankle, and a black strap over the laces contains a white Nike swoosh. The heel contains a yellow Swoosh and the word ""AIR,"" while the tongue also features branding elements. The white wavy outsole contains a visible Air DT Max unit in the heel.




What we like most about this particular sneaker is the way the black overlays look like they’re dripping down the shoe’s upper. The Nike Air DT Max '96 Black White (2024) was released on June 14, 2024, for $170.",238,Black/White/Varsity Maize,https://images.stockx.com/360/Nike-Air-DT-Max-96-Black-White-2024/Images/Nike-Air-DT-Max-96-Black-White-2024/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1716927605&h=384&q=60,Nike
1720554999-3,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,New Balance 9060 Rain Cloud GreyLowest AskCA$140,https://stockx.com/new-balance-9060-rain-cloud-grey,New Balance 9060,"The New Balance 9060 Rain Cloud Grey takes on an early 2000s design by the American brand.




The sneaker displays tones of grey and off-white. It features a mixed-material upper that combines pigskin suede overlays with mesh, and the ""N"" emblem is accented with multiple silver details. The medial logo has a deconstructed appearance made up of parallel lines, while the""N"" is solid on the lateral. The dual-density midsole, which sits on top of the diamond-shaped outsole, combines SBS cushioning and ABZORB technology.




The New Balance 9060 Rain Cloud Grey debuted on September 2nd, 2022, and originally retailed at $150.",140,Rain Cloud/Castlerock,https://images.stockx.com/360/New-Balance-9060-Rain-Cloud-Grey/Images/New-Balance-9060-Rain-Cloud-Grey/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1689149957&h=384&q=60,New Balance
1720555001-4,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Nike Air Force 1 Low Supreme WhiteLowest AskCA$204,https://stockx.com/nike-air-force-1-low-supreme-box-logo-white,Nike Air Force 1 Low,"Supreme and Nike paid homage to an NYC classic with the release of the Nike Air Force 1 Low Supreme White, now available on StockX. This collaboration adds Supreme’s world-renowned Box Logo to the side of a traditional all-white Air Force 1 design.




This Air Force 1 Low is comprised of an all-white leather upper with matching soles and detailing. A red Supreme Box Logo placed on the outside heel completes the design. These sneakers released in March of 2020 and retailed for $118.",204,White/White-White,https://images.stockx.com/360/Nike-Air-Force-1-Low-Supreme-Box-Logo-White/Images/Nike-Air-Force-1-Low-Supreme-Box-Logo-White/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1692712590&h=384&q=60,Nike
1720555003-5,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,New Balance 9060 Black Castlerock GreyLowest AskCA$130,https://stockx.com/new-balance-9060-black-castlerock-grey,New Balance 9060,"The New Balance 9060 Black Castlerock Grey was inspired by a 90s model and comes in a grey, black, and red colorway.




This Black New Balance 9060 sneaker consists of a black mesh base with monochromatic pigskin suede and leather overlays. The shoe is designed with ""N"" branding on the side panel, a plush tongue, and flat laces. The model has a CR device at the heel. The design is completed by a chunky, dual-density midsole equipped with ABZORB and SBS cushioning.




The New Balance 9060 Black Castlerock Grey was released on September 2nd, 2022, at a retail price of $150.",130,Black/Castlerock,https://images.stockx.com/360/New-Balance-9060-Black-Castlerock-Grey/Images/New-Balance-9060-Black-Castlerock-Grey/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1665037505&h=384&q=60,New Balance
1720555006-6,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Jordan 4 Retro Military Blue (2024) (GS)Lowest AskCA$156,https://stockx.com/air-jordan-4-retro-military-blue-2024-gs,Jordan 4 Retro,"The Air Jordan 4 Retro Military Blue 2024 GS marks the return of a storied colorway, re-released for the first time in 12 years and brimming with anticipation. This sneaker is an ode to the heritage and timeless design that the Air Jordan 4 represents, rendered in the classic off-white and neutral grey, punctuated by striking military blue accents. This sneaker is a revival of a beloved classic in grade school sizing that’s poised to excite a new generation of sneaker aficionados who crave a sneaker with a story.

 This Air Jordan 4 features the iconic mesh netting, supportive wings and the Air unit that changed the game, these kicks are outfitted with all the groundbreaking features that made the original a court legend. Now in grade school sizes, the industrial blue hits not only bring a pop of color but also pay tribute to the sneaker's storied past, ensuring that the legacy lives on in the playground as well as on the courts.

 On April 11, 2024, the Air Jordan 4 Retro Military Blue 2024 GS released for a retail price of $160, offering a fresh opportunity to embrace a revered colorway. This beloved sneaker and colorway is a bridge between eras, inviting young fans to step into the history and culture of the Jordan brand. For the kids who lace these up, it's an opportunity to carry forward the legacy of greatness, all while making their own mark in these iconic shoes.",156,Off-White/Military Blue/Neutral Grey,https://images.stockx.com/360/Air-Jordan-4-Retro-Military-Blue-2024-GS/Images/Air-Jordan-4-Retro-Military-Blue-2024-GS/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1713385169&h=384&q=60,Air Jordan
1720555008-7,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Nike Dunk Low Grey FogLowest AskCA$121,https://stockx.com/nike-dunk-low-grey-fog,Nike Dunk Low,"The Nike Dunk Low Grey Fog features a white leather upper with Grey Fog leather overlays and Swooshes. From there, a matching woven tongue label, heel tab, and sole completes the design.




The Nike Dunk Low Grey Fog released in September of 2021 and retailed for $100.",121,White/Grey Fog,https://images.stockx.com/360/Nike-Dunk-Low-Grey-Fog/Images/Nike-Dunk-Low-Grey-Fog/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1688714959&h=384&q=60,Nike
1720555011-8,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Jordan 4 Retro Metallic Gold (Women's)Lowest AskCA$270,https://stockx.com/air-jordan-4-retro-metallic-gold-womens,Jordan 4 Retro,"The Jordan 4 Retro Metallic Gold (Women's) paints the Air Jordan 4 Retro in off-white Sail and upgrades the recognizable silhouette with gold accents.




The Sail upper, outsole, and midsole provide a monochromatic base that allows the metallic gold eyelets to shine. The AJ 4 features a total of four metallic gold eyelets – two on each side of the lace cage. While the upper is primarily composed of smooth leather, the quarter panel displays mesh that provides an airy feel. The midsole houses a visible Air unit in the heel, which adds responsive cushioning without weighing down the shoe. In terms of branding, the Jumpman logo can be found on the tongue and heel counter in Sail.




Our StockX experts appreciate the addition of a gold Jumpman logo underfoot. It creates a surprise pop of color without a metallic sheen. The women’s size Jordan 4 Retro Metallic Gold (Women's) was released on March 9th, 2024, and retailed at $200.",270,Sail/Metallic Gold/Black,https://images.stockx.com/360/Air-Jordan-4-Retro-Metallic-Gold-Womens/Images/Air-Jordan-4-Retro-Metallic-Gold-Womens/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1709050803&h=384&q=60,Air Jordan
1720555013-9,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Jordan 11 Retro DMP Gratitude (2023)Lowest AskCA$261,https://stockx.com/air-jordan-11-retro-dmp-defining-moments-2023,Jordan 11 Retro,"Please note, the shade of the outsole on the Jordan 11 Retro DMP Gratitude (2023) may slightly vary, due to the region in which the product was originally purchased from the manufacturer or retailer.

The Jordan 11 Retro DMP Gratitude (2023) is a nod to the illustrious heritage encapsulated in the Jordan brand. This iconic Jordan 11 model resurfaces with a touch of the famous Defining Moments colorway. This edition is a herald of the lauded ""DMP"" series, bringing back the nostalgia from 2006 when it was initially released with an Air Jordan 6, embodying a timeless treasure for the Jordan lineage​.

Delving into the aesthetics, the colorway is nothing short of iconic. The upper boasts a high-cut patent leather. The usual mesh is replaced with leather that not only elevates its look but its texture. The white midsole is balanced meticulously with a translucent rubber outsole, evoking a sleek, clean design that's synonymous with the Jordan brand's premium craftsmanship.

The Metallic Gold accents echo the legendary legacy of Jordan, adorning the embossed Jumpman logo on the lateral ankle and the iconic ""23"" on the heels. These distinctive embellishments reflect a heritage of victory and valor, encapsulated in a sneaker that's not just worn, but celebrated. The Jordan 11 Retro DMP Gratitude (2023) released on December 9, 2023, at a retail price of $230.",261,Black/White/Metallic Gold,https://images.stockx.com/360/Air-Jordan-11-Retro-DMP-Defining-Moments-2023/Images/Air-Jordan-11-Retro-DMP-Defining-Moments-2023/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1699906570&h=384&q=60,Air Jordan
1720555016-10,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Nike Kobe 8 Protro Venice Beach (2024)Lowest AskCA$212,https://stockx.com/nike-kobe-8-protro-venice-beach-2024,Nike Kobe 8 Protro,"The Nike Kobe 8 Protro Venice Beach (2024) is a vivid canvas of Los Angeles’s iconic coastal neighborhood, embodying the spirit and vibrancy of Venice Beach. The sneaker’s colorway, featuring stadium grey, metallic silver, and tour yellow, is as dynamic and eclectic as the bustling boardwalks and vibrant street art that define the area. It’s a design that pays homage to Kobe Bryant's connection to the city, capturing the essence of its sun-drenched days and the creativity of its residents.

This re-release Protro of the Kobe 8 maintains the same look of the beloved original on the outside, but updates the tech found on the inside for the modern basketball player. This colorway taps into the heartbeat of Venice Beach, where athletes, artists, and dreamers converge. The sneaker's design showcases a blend of textures and hues that mirror the beach's energy, from the sunlit sands to the azure sky. The artistic strokes of red, yellow, and blue across the upper reflect the eclectic tapestry of the neighborhood, while the signature Nike Swoosh in a striking yellow captures the attention just like the gleaming California sun.

Snag your pair of the Nike Kobe 8 Protro Venice Beach 2024 which released on April 13, 2024, for $190, and step into a blend of style, comfort, and performance. As a staple piece in any Kobe fan's collection, or as the perfect sneaker for those inspired by the rich culture of Los Angeles, the Venice Beach 2024 edition is a celebration of history, art, and the spirit of one of basketball's greatest players. Make sure to add this iconic sneaker to your collection and carry forward the legacy of Kobe Bryant with every step.",212,Stadium Grey/Metallic Silver/Tour Yellow,https://images.stockx.com/360/Nike-Kobe-8-Protro-Venice-Beach-2024/Images/Nike-Kobe-8-Protro-Venice-Beach-2024/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1712261767&h=384&q=60,Nike
1720555018-11,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Jordan 11 Retro Low Legend Pink (Women's)Lowest AskCA$244,https://stockx.com/air-jordan-11-retro-low-legend-pink-womens,Jordan 11 Retro Low,"The Jordan 11 Retro Low Legend Pink (Women's) adds a soft colorway of white and Legend Pink to the classic Air Jordan 11 Retro Low silhouette.




The upper is crafted from durable ballistic mesh in white with tonal webbing eyelets that create a lace cage. A patent leather mudguard in Legend Pink wraps around the shoe and shines when hit by light. A full-length Air-sole unit provides lightweight cushioning, while a semi-translucent rubber outsole grips the ground and provides an additional splash of Legend Pink. In the midfoot, a carbon fiber shank provides additional stability without weighing down the sneaker.




Our experts at StockX like the tonal stitches that attach the Legend Pink mudguard to the upper because they create a seamless transition between pink and white. The women’s sized Jordan 11 Retro Low Legend Pink (Women's) was released on June 22, 2024, and retailed at $190.",244,White/Legend Pink,https://images.stockx.com/360/Air-Jordan-11-Retro-Low-Legend-Pink-Womens/Images/Air-Jordan-11-Retro-Low-Legend-Pink-Womens/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1716906075&h=384&q=60,Air Jordan
1720555021-12,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,adidas Yeezy Boost 350 V2 Onyx (2022/2023)Lowest AskCA$256,https://stockx.com/adidas-yeezy-boost-350-v2-onyx,adidas Yeezy Boost 350 V2,"With a triple black Primeknit upper, the adidas Yeezy 350 V2 Onyx takes it back to the basics, using its muted palette to emphasize the intricacies of its construction. A sheer mesh side stripe and canvas heel loop offer a subtle contrast in texture. At the base, a matching signature Boost sole provides comfort and support.




The adidas Yeezy 350 V2 Onyx released in the Spring of 2022 and retailed for $220.",256,Onyx/Onyx/Onyx,https://images.stockx.com/360/adidas-Yeezy-Boost-350-V2-Onyx/Images/adidas-Yeezy-Boost-350-V2-Onyx/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1656426794&h=384&q=60,adidas
1720555023-13,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,adidas Yeezy Slide Slate MarineLowest AskCA$101,https://stockx.com/adidas-yeezy-slide-slate-marine,adidas Yeezy Slide,"The adidas Yeezy Slide in Slate Marine showcases an unprecedented combination of style and comfort. The slate marine colorway released on August 11, 2023. A deviation from the norm, this slide presents a sculpted yet sleek design, dominated by a bold, Slate Marine hue.




This slide comes dressed in a captivating Slate Marine color scheme. The minimalistic approach  creates a modern silhouette that's both trendy and comfortable. The slides feature a characteristic adidas marking on the footbed, as well as the Yeezy imprint subtly incorporated, adding a splash of exclusivity to your step.




What we love about the Yeezy Slide design is the cloud-like cushioning that effortlessly molds to your foot, offering an unparalleled comfort experience. This cool slide effortlessly blends comfort with chic aesthetics. The adidas Yeezy Slide in Slate Marine was launched on August 11, 2023, retailing at a cool $70.",101,Slate Marine/Slate Marine/Slate Marine,https://images.stockx.com/360/adidas-Yeezy-Slide-Slate-Marine/Images/adidas-Yeezy-Slide-Slate-Marine/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1691072316&h=384&q=60,adidas
1720555026-14,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,ASICS Gel-1130 White Clay CanyonLowest AskCA$120,https://stockx.com/asics-gel-1130-white-clay-canyon,ASICS Gel-1130,"The ASICS Gel-1130 in White Clay Canyon is a shoe with its design inspired by the Gel-KAYANO 14 sneaker, with a similar look and updated technology. The shoe was originally released in 2008 and received a makeover in 2023.




This running shoe is constructed from a mix of synthetic leather and light textile materials that allow for breathability and flexibility. White mesh makes up the base of the shoe, while silver and brown synthetic leather cross on the midsole, creating ASICS’ signature style. The ASICS Gel-1130 sneaker has gel cushioning for comfort and shock absorption. The lining also contains cooling pads to keep your feet from overheating.




What our StockX experts appreciate most about this shoe is its classic colorway. The White Clay Canyon colorway works well to make this unique shoe suitable for wear with any outfit. The ASICS Gel-1130 in White Clay Canyon was first released on July 21st, 2023, at a retail price of $95.",120,White/Clay Canyon,https://images.stockx.com/360/ASICS-Gel-1130-White-Clay-Canyon/Images/ASICS-Gel-1130-White-Clay-Canyon/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1693921714&h=384&q=60,ASICS
1720555028-15,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Nike Dunk Low Photon Dust (Women's)Lowest AskCA$131,https://stockx.com/nike-dunk-low-photon-dust-w,Nike Dunk Low,"The women's Nike Dunk Low Photon Dust (W) is made of white leather with Photon Dust leather overlays and Swooshes. A woven Nike label on the tongue and embroidered Nike branding completes the design.

The women's Nike Dunk Low Photon Dust (W) released in May of 2021 and retailed for $100.",131,White/Photon Dust-White,https://images.stockx.com/360/Nike-Dunk-Low-Photon-Dust-W/Images/Nike-Dunk-Low-Photon-Dust-W/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1635256235&h=384&q=60,Nike
1720555030-16,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,adidas Yeezy Slide SaltLowest AskCA$103,https://stockx.com/adidas-yeezy-slide-salt,adidas Yeezy Slide,"Enter the realm of sleek minimalism with the adidas Yeezy Slide Salt, a silhouette that redefines casual footwear. Embracing a monochromatic salt hue, this slide is a testament to the idea that true sophistication lies in simplicity. Designed with a smooth, seamless construction, the Yeezy Slide Salt offers an uncluttered, organic aesthetic that's as tranquil as its namesake.

The Yeezy Slide in Salt is crafted from a unique foam compound that blends lightweight comfort with durability, these slides are tailored for the trendsetters who seek to merge their laid-back lifestyles with high-fashion sensibilities. The soft, cushioned footbed conforms to your foot, making every step feel like a cloud—a testament to adidas and Yeezy's pursuit of innovation in comfort and design.

Having graced the market on March 15, 2024, and with a price tag of $70, the adidas Yeezy Slide Salt swiftly became the go-to choice for those who covet a fusion of luxe and leisure. Its release is celebrated as the moment when adidas and Yeezy once again elevated the everyday to the extraordinary. For the aficionados of minimalist chic, the adidas Yeezy Slide Salt has set a new benchmark in effortless style.",103,Salt/Salt/Salt,https://images.stockx.com/360/adidas-Yeezy-Slide-Salt/Images/adidas-Yeezy-Slide-Salt/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1710948185&h=384&q=60,adidas
1720555033-17,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,adidas Campus 00s Core BlackLowest AskCA$105,https://stockx.com/adidas-campus-00s-core-black,adidas Campus 00s,"The adidas Campus 00s Core Black was launched as part of the sports collection sneakers in the adidas brand.




The adidas Campus 00s Core Black is covered in core black and white colorways at the upper, footwear white midsole, and brown outsole. This sneaker is a product of suede, rubber, and leather materials that completes the texture. The adidas Campus 00s Core Black features the adidas logo on the tongue and the heel with campus branding at its quarter.




The adidas Campus 00s Core Black got released at a suggested retail price of $100 on February 17, 2023.",105,Core Black/Footwear White/Off White,https://images.stockx.com/360/adidas-Campus-00s-Core-Black/Images/adidas-Campus-00s-Core-Black/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1681284184&h=384&q=60,adidas
