web-scraper-order,web-scraper-start-url,category-link,category-link-href,subcategory-sneakers,subcategory-sneakers-href,product-sneakers-link,product-sneakers-link-href,product_sneakers_name,product_sneakers_price,product_sneakers_description,product_sneakers_image-src,product_sneakers_style,,,
1720489447-83,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 9060 Granite PinkLowest AskCA$141,https://stockx.com/new-balance-9060-granite-pink,New Balance 9060Granite Pink,141.00,"The New Balance 9060 Granite Pink finds inspiration in the visible tech aesthetic found in running shoes from the early 2000s.




The upper is crafted from breathable mesh in Pink Granite with pig suede and leather overlays in Granite. The New Balance ""N"" on the outer side panel is made of synthetic leather in metallic silver, while the ""N"" on the inner side panel is made up of reflective tape lines. The sculpted midsole houses ABZORB and SBS cushioning, which protects against impact and adds a bulky aesthetic to this 2000s-inspired sneaker. The front lace-up closure is adjustable and houses off-white laces that match the technical midsole pods.




Our experts at StockX like the subtle branding details, including the tongue’s logo tag and the ""new balance"" lettering on the synthetic insole. The New Balance 9060 Granite Pink was released on February 15, 2024, and retailed at $150.",https://images.stockx.com/360/New-Balance-9060-Granite-Pink/Images/New-Balance-9060-Granite-Pink/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1714760681&h=384&q=60,U9060SFB,,,
1720489450-84,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 9060 Mushroom TimberwolfLowest AskCA$230,https://stockx.com/new-balance-9060-mushroom,New Balance 9060Mushroom Timberwolf,230.00,"The New Balance 9060 Mushroom Timberwolf puts a futuristic spin on classic New Balance designs, including the 99X, the 991, and the 860.




The Mushroom Timberwolf colorway of the New Balance 960 sports an upper of lightweight and breathable white mesh with pig suede overlays in complementary shades of gray, tan, and brown. The classic side panel N logo is constructed from pale embroidered dashed lines that match the cream-colored shoelaces. The heel features a semi-translucent CR device as well as NB branding. The sock liner is cream-colored and the black insole and gray tongue each sport New Balance branding. The outsole is black rubber with a red diamond traction pattern.




What we love most about this sneaker is the high-performance sole unit. The midsole is constructed of ABZORB in an exaggerated wavy pattern with ABZORB SBS in the heel for cushioning and impact absorption. The New Balance 9060 Mushroom Timberwolf was released on September 22, 2023, for a retail price of $150.",https://images.stockx.com/360/New-Balance-9060-Mushroom/Images/New-Balance-9060-Mushroom/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1699288266&h=384&q=60,U9060PB,,,
1720489452-85,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 2002R Protection Pack SandstoneLowest AskCA$154,https://stockx.com/new-balance-2002r-protection-pack-sandstone,New Balance 2002RProtection Pack Sandstone,154.00,"The New Balance 2002R Protection Pack Sandstone is a sneaker built using the MR 2002 as inspiration. Combining an aesthetic from the early 2000s, durability, support, and comfort, this running shoe delivers.




The upper of the Protection Pack Sandstone iteration of the New Balance 2002R is created using a mesh-like textile base overlaid with nubuck leather that gives the shoe both style and support. The fusion of the two materials creates balance and breathability to offer your foot comfort stride after stride. The laces, tongue, and sock liner are all a creamy sand color to match the primary color represented throughout the upper. New Balance branding appears on the gray insoles and the gray tongue tag.




What we love most about this shoe is the high-tech and high-performance capabilities of the sole unit. Stability Web technology provides arch support, while a midsole created from ABZORB, N-ergy, and ABZORB SBS in the heel provides cushioning and energy return. The gray rubber outsole provides more impact absorption and traction. The New Balance 2002R Protection Pack Sandstone was released on September 21, 2023, for a retail price of $160.",https://images.stockx.com/360/New-Balance-2002R-Protection-Pack-Sandstone/Images/New-Balance-2002R-Protection-Pack-Sandstone/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1695827943&h=384&q=60,M2002RDQ,,,
1720489455-86,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 580 Kith MalibuLowest AskCA$251,https://stockx.com/new-balance-580-kith-malibu,New Balance 580Kith Malibu,251.00,,https://images.stockx.com/images/New-Balance-580-Kith-Malibu.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1719861629&q=60,,,,
1720489457-87,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 990v6 MiUSA GreyLowest AskCA$212,https://stockx.com/new-balance-990v6-grey,New Balance 990v6MiUSA Grey,212.00,"The New Balance 990v6 Grey is another recent addition to the New Balance brand´s running catalog.




This 990v6 model in a grey color scheme features an upper mesh base with premium suede overlays. Branding elements are scattered throughout; for example, the V6 is noted in red on the tongue. The shoe features a sole unit underfoot with a contoured midsole. Its heels feature a series of curves and lines and a rubber outsole at the base. The sole utilizes ABZORB cushioning pluse Fuel Cell and ENCAP technology.




The New Balance 990v6 Grey was released on November 4th, 2022, at a retail price of $200.",https://images.stockx.com/360/New-Balance-990v6-Grey/Images/New-Balance-990v6-Grey/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1668587030&h=384&q=60,M990GL6,,,
1720489460-88,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 990v5 GreyLowest AskCA$197,https://stockx.com/new-balance-990v5-grey,New Balance 990v5Grey,197.00,"The New Balance 990v5 Grey is the fifth iteration of New Balance's iconic 990 series that originated in 1982. The 990v5 Grey arrives in NB's signature grey color scheme. Its upper is constructed of a grey mesh with matching suede overlays and translucent TPU side panels. Reflective detailing on the New Balance logo and piping shine when exposed to light. At the base, an ENCAP midsole offers utmost cushioning and support. This model is made in the United States of America.




The New Balance 990v5 released in February of 2019 and retailed for $175.",https://images.stockx.com/360/New-Balance-990v5-Grey/Images/New-Balance-990v5-Grey/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1634931753&h=384&q=60,M990GL5,,,
1720489462-89,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 1000 Aime Leon Dore WhiteLowest AskCA$252,https://stockx.com/new-balance-1000-aime-leon-dore-white,New Balance 1000Aime Leon Dore White,252.00,,https://images.stockx.com/360/New-Balance-1000-Aime-Leon-Dore-White/Images/New-Balance-1000-Aime-Leon-Dore-White/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1718047296&h=384&q=60,,,,
1720489465-90,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 9060 OlivineLowest AskCA$161,https://stockx.com/new-balance-9060-olivine,New Balance 9060Olivine,161.00,"The New Balance 9060 Olivine is a sneaker that pays homage to the design of the 99X model with several modern and futuristic updates.




This iteration of the New Balance 9060 is made with a high-quality leather and breathable mesh upper. Light olive green mesh forms the base of the upper, while leather and synthetic overlays adorn the midsole, toe, and heel in different shades of green. The New Balance ""N"" logo appears on the midsoles under the laces, with one of them being solid white outlined in green and the other being made up of white dashes. The heel collar is a dark olive green and displays the ""NB"" logo, while the ""NB 9060"" logo appears on the tongue. The durable rubber outsole provides excellent grip, while the sole is cushioned with ABZORB cushioning. 




Our favorite feature of this shoe is the muted green colorway. This allows the shoe to exude style and functionality in a subtle way. The New Balance 9060 Olivine was released on March 30, 2024, for a retail price of $160.",https://images.stockx.com/360/New-Balance-9060-Olivine/Images/New-Balance-9060-Olivine/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1713356431&h=384&q=60,U9060EEC,,,
1720489467-91,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 1906D Protection Pack Black LeatherLowest AskCA$241,https://stockx.com/new-balance-1906d-protection-pack-black-leather,New Balance 1906DProtection Pack Black Leather,241.00,"The New Balance 1906D Protection Pack Black Leather arrives in a retro-inspired look and gets a black colorway, a low-cut, and a mix of leather and airy mesh for its construction.


The Protection Pack Black Leather New Balance 1906D black mesh base layer serves as a backdrop for a combination of leather and suede overlays, introducing a tactile contrast to the overall design. These overlays sport a distressed, well-worn appearance. The N logo, situated at the midfoot, smoothly blends into the NLOCK lacing system, both in a sleek black hue. This design approach continues with the toe and midfoot overlays, which seamlessly match the all-black heel counter. Minimalistic branding elements in white include 1906D on the heel and New Balance on the tongue. To complete the overall aesthetic, the sneaker is finished with a black foam midsole, featuring red NERGY branding and a black outsole.


What our experts love about the New Balance 1906D Protection Pack Black Leather its captivating textural appearance. The combination of various materials, including leather and suede overlays, creates a visually dynamic and tactile experience. The sneaker was released on July 22nd, 2023, for $170.",https://images.stockx.com/360/New-Balance-1906D-Protection-Pack-Black-Leather/Images/New-Balance-1906D-Protection-Pack-Black-Leather/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1690468056&h=384&q=60,M1906DF,,,
1720489470-92,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 2002R Steel Grey OrcaLowest AskCA$154,https://stockx.com/new-balance-2002r-light-grey-white,New Balance 2002RSteel Grey Orca,154.00,"The New Balance 2002R Steel Grey Orca is an iteration of the New Balance 2002R running sneaker in a ‘Steel Grey Orca’ colorway.




This sneaker’s upper is made of a Grey mesh base cut out by Steel and Lead Grey leather overlays on the toe box. Lead Grey accents also appear on the upper eyelets, quarter panel, and the upper part of the tongue. The top overlay, which dominates the upper, features a premium Suede build in a Steel Grey tone highlighted by a Light Grey ‘N’ logo with a White outline and ‘2002R’ branding on the lateral ankle. A White Absorb midsole and a Black N-ergy outsole round out the design.




The New Balance 2002R Steel Grey Orca White was made available on October 21st, 2022, retailing at $140.",https://images.stockx.com/360/New-Balance-2002R-Light-Grey-White/Images/New-Balance-2002R-Light-Grey-White/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1682670123&h=384&q=60,M2002RST,,,
1720489472-93,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 9060 MagnetLowest AskCA$233,https://stockx.com/new-balance-9060-magnet,New Balance 9060Magnet,233.00,"The New Balance 9060 Magnet represents a fresh interpretation of the refined style and innovation-driven design found in the classic 99X series.




With a magnet colorway accented by shades of gray, the New Balance 9060 showcases a modern and streamlined aesthetic. Its contemporary appeal is emphasized by suede overlays and a mesh upper, coupled with flat cotton laces and TPU eyelets. Drawing influence from the 990, the 9060 Magnet incorporates sway bars across the entire upper, creating a visually dynamic effect. Wavy lines and exaggerated proportions on a sculpted pod midsole enhance the familiar cushioning technologies of ABZORB and SBS. Inspired by the original 991 lace jewel, the tongue logo adds a distinctive touch, while the diamond outsole pattern, borrowed from the classic 860, completes the overall design.




The standout characteristic of the New Balance 9060 Magnet lies in its advanced cushioning technology. Featuring ABZORB and SBS technologies in the sole, the shoe delivers dynamic and lightweight cushioning for optimal comfort and performance. The sneaker debuted for $150 on September 25th, 2023.",https://images.stockx.com/360/New-Balance-9060-Magnet/Images/New-Balance-9060-Magnet/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1703690549&h=384&q=60,U9060SG,,,
1720489475-94,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 2002R Off WhiteLowest AskCA$151,https://stockx.com/new-balance-2002r-off-white,New Balance 2002ROff White,151.00,"The New Balance 2002R Off White is a running shoe that comes in a Beige Off White colorway. 




This sneaker features an upper constructed with mesh, leather and suede with grey tones around the collar. Other details include jersey lining, a padded tongue and collar, the ""N"" logo on the sides, and the ""2002R"" on the lateral just below the collar. Rounding out the design is a textured ACTEVA LITE rubber midsole that utilizes the ABZORB cushioning technology and a black treaded N-ergy rubber outsole.




The New Balance 2002R Off White was released on September 2nd, 2022, retailing at $120.",https://images.stockx.com/360/New-Balance-2002R-Off-White/Images/New-Balance-2002R-Off-White/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1695674937&h=384&q=60,M2002RCC,,,
1720489478-95,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 550 White GreyLowest AskCA$111,https://stockx.com/new-balance-550-white-grey,New Balance 550White Grey,111.00,"The New Balance 550 White Grey features a white leather upper with monochromatic perforated leather overlays and puffed New Balance logos. From there, a woven New Balance Basketball tongue label and matching sole completes the design.




The New Balance 550 White Grey released in June of 2021 and retailed for $100.",https://images.stockx.com/360/New-Balance-550-White-Grey/Images/New-Balance-550-White-Grey/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1635272622&h=384&q=60,BB550PB/BB550PB1,,,
1720489480-96,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 550 White BlackLowest AskCA$99,https://stockx.com/new-balance-550-white-black,New Balance 550White Black,99.00,"Taking cues from the 1989 New Balance P550, the New Balance 550 White Black features a smooth white leather upper with perforated overlays and black piping. Puffed New Balance logos decorate the quarter panel. At the base, a matching white and black sole completes the design.




The New Balance 550 White Black released in November of 2021 and retailed for $110.",https://images.stockx.com/360/New-Balance-550-White-Black/Images/New-Balance-550-White-Black/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1638828769&h=384&q=60,BB550HA1,,,
1720489483-97,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 530 Sea Salt MoonbeamLowest AskCA$127,https://stockx.com/new-balance-530-sea-salt-moonbeam,New Balance 530Sea Salt Moonbeam,127.00,"The New Balance 530 Sea Salt Moonbeam, inspired by retro aesthetics, embraces a laid-back style crafted with lightweight mesh uppers, durable synthetic overlays, and the iconic ABZORB midsole for both support and comfort.




With a palette of pastel beige tones adorning the uppers, the Sea Salt Moonbeam New Balance 530 achieves a stylish Y2K aesthetic, featuring a synthetic overlay and breathable mesh. Enhanced with plush ABZORB cushioning underfoot, a technology engineered to absorb impact effectively, and robust traction rubber outsoles, these running shoes showcase the brand's unmistakable ""N"" logos along the sidewalls. Additional brand detailing includes the ""NB"" tongue patch, the ""530"" tag on the lateral side, and the ""N"" logo on the toe.




The standout characteristic of the New Balance 530 Sea Salt Moonbeam lies in its remarkable ABZORB cushioning underfoot. This feature, designed to absorb impact, ensures unparalleled comfort for the wearer, making these shoes ideal for any daily pursuits. The sneaker debuted for $100 on October 10th, 2023.",https://images.stockx.com/360/New-Balance-530-Sea-Salt-Moonbeam/Images/New-Balance-530-Sea-Salt-Moonbeam/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1701962974&h=384&q=60,MR530OW,,,
1720489486-98,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 1906R Silver Metallic Blue AgateLowest AskCA$149,https://stockx.com/new-balance-1906r-silver-metallic-blue-agate,New Balance 1906RSilver Metallic Blue Agate,149.00,"Meet the New Balance 1906R Silver Metallic Blue Agate, a fresh iteration of the much-lauded 1906R model. Released on December 8, 2023, this sneaker quickly captured the attention of the masses with its unique blend of retro design and contemporary aesthetics. Featuring a sleek silver metallic hue complemented by blue agate accents, this sneaker is a testament to New Balance's commitment to innovation and style.

The New Balance 1906R has garnered immense popularity for its exceptional comfort and suave design, and the Silver Metallic Blue Agate colorway is no exception. It stands out with its sea salt touches that enhance the metallic and blue agate tones, embodying a sense of sophistication and modernity. The sneaker's silhouette is a nod to New Balance's rich heritage while propelling the brand into the forefront of trendy fashion.

Available for $155, the New Balance 1906R Silver Metallic Blue Agate is a true statement piece. Its launch was not merely a release but an event that underscored the resurgence of classic sneaker profiles in today's fashion landscape. Whether paired with casual wear or as a complement to a more dressed-up look, these kicks are versatile, stylish, and an embodiment of New Balance's distinguished craftsmanship and forward-thinking design.",https://images.stockx.com/360/New-Balance-1906R-Silver-Metallic-Blue-Agate/Images/New-Balance-1906R-Silver-Metallic-Blue-Agate/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1707121348&h=384&q=60,M1906REB,,,
1720489488-99,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 1906D Protection Pack WhiteLowest AskCA$198,https://stockx.com/new-balance-1906d-protection-pack-white,New Balance 1906DProtection Pack White,198.00,"The New Balance 1906D Protection Pack White comes in a primarily white colorway with TurtleDove accents.​
​​
​The 1906D Protection Pack White sneaker features a ABZORB responsive midsole, and a N-ERGY outsole which offers shock absorption and durability. The Crimson branding N-ERGY appears on the midsole creating some contrast. The shoe's upper is made of high-quality leather, which provides both durability and a comfortable fit. The design of the upper also includes mesh, which allows for maximum airflow, keeping your feet cool and dry during even the most intense workouts.​
​​
​We think that one of the standout features of the New Balance 1906D Protection Pack White is its design. The shoe features a leather upper with suede overlays, adding both style and durability to the shoe's design. The combination of both materials also adds dimension to the design. The shoe was released on July 22nd, 2023 at a retail price of $170.​
​​
​",https://images.stockx.com/360/New-Balance-1906D-Protection-Pack-White/Images/New-Balance-1906D-Protection-Pack-White/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1690183363&h=384&q=60,M1906DE,,,
1720489491-100,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 9060 Sea Salt BrownLowest AskCA$269,https://stockx.com/new-balance-9060-sea-salt-brown,New Balance 9060Sea Salt Brown,269.00,"The New Balance 9060 Sea Salt Brown takes aspects from many New Balance running silhouettes, combines them, and infuses them with cutting-edge sneaker technology and an early 2000s running aesthetic.




This creamy-colored shoe features an upper of pale tan mesh that offers breathability and a lightweight stride. Leather and suede overlays in shades of tan and mocha course across the shoe offering a layered look, as well as extra support. The pale side-panel N outlined in a darker mocha complements the translucent CR device that helps lock in heel stability. The ABZORB midsole provides cushioning with every step, as well as springy energy return to propel your stride. Branding hits the heel tab and the tongue tag to complete the look of this immediately recognizable runner.




The aspect of this sneaker that we most enjoy is inspired by the New Balance 860. The diamond-patterned outsole that absorbs shock and provides grip enhances this sneaker's colorway with shades of cream, tan, and mocha. The New Balance 9060 Sea Salt Brown was released on April 1, 2024, for $150 retail.",https://images.stockx.com/360/New-Balance-9060-Sea-Salt-Brown/Images/New-Balance-9060-Sea-Salt-Brown/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1715282070&h=384&q=60,U9060JAM,,,
1720489521-101,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 1906R Action Bronson RosewaterLowest AskCA$367,https://stockx.com/new-balance-1906r-action-bronson-rosewater,New Balance 1906RAction Bronson Rosewater,367.00,,https://images.stockx.com/360/New-Balance-1906R-Action-Bronson-Rosewater/Images/New-Balance-1906R-Action-Bronson-Rosewater/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1718223726&h=384&q=60,,,,
1720489523-102,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 574 Legacy Stone Island Light GreenLowest AskCA$205,https://stockx.com/new-balance-574-legacy-stone-island-light-green,New Balance 574 LegacyStone Island Light Green,205.00,,https://images.stockx.com/360/New-Balance-574-Legacy-Stone-Island-Light-Green/Images/New-Balance-574-Legacy-Stone-Island-Light-Green/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1718309677&h=384&q=60,,,,
1720489526-103,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 574 Legacy Stone Island Dark GreenLowest AskCA$204,https://stockx.com/new-balance-574-legacy-stone-island-dark-green,New Balance 574 LegacyStone Island Dark Green,204.00,,https://images.stockx.com/360/New-Balance-574-Legacy-Stone-Island-Dark-Green/Images/New-Balance-574-Legacy-Stone-Island-Dark-Green/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1718633836&h=384&q=60,,,,
1720489528-104,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 530 White Silver NavyLowest AskCA$94,https://stockx.com/new-balance-530-white-silver-navy,New Balance 530White Silver Navy,94.00,"The New Balance 530 White Silver Navy features a white mesh upper with metallic silver and white leather overlays. On the quarter panel, a grey New Balance logo outlined in navy adds contrast. From there, a white and grey ABZORB sole adds the finishing touch.




The New Balance 530 White Silver Navy released in February of 2021 and retailed for $95.",https://images.stockx.com/360/New-Balance-530-White-Silver-Navy/Images/New-Balance-530-White-Silver-Navy/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1657865757&h=384&q=60,MR530SG,,,
1720489531-105,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 2002R Protection Pack Rain CloudLowest AskCA$225,https://stockx.com/new-balance-m2002-protection-pack-rain-cloud,New Balance 2002RProtection Pack Rain Cloud,225.00,"The New Balance 2002R Protection Pack Rain Cloud features a grey mesh upper with tonal jagged suede overlays and a reflective New Balance logo. From there, a cream Nrgy midsole and grey outsole complete the design.




The New Balance 2002R Protection Pack Rain Cloud released in August of 2021 and retailed for $150.",https://images.stockx.com/360/New-Balance-M2002-Protection-Pack-Rain-Cloud/Images/New-Balance-M2002-Protection-Pack-Rain-Cloud/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1641985992&h=384&q=60,M2002RDA,,,
1720489533-106,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 9060 Rain Cloud GreyLowest AskCA$143,https://stockx.com/new-balance-9060-rain-cloud-grey,New Balance 9060Rain Cloud Grey,143.00,"The New Balance 9060 Rain Cloud Grey takes on an early 2000s design by the American brand.




The sneaker displays tones of grey and off-white. It features a mixed-material upper that combines pigskin suede overlays with mesh, and the ""N"" emblem is accented with multiple silver details. The medial logo has a deconstructed appearance made up of parallel lines, while the""N"" is solid on the lateral. The dual-density midsole, which sits on top of the diamond-shaped outsole, combines SBS cushioning and ABZORB technology.




The New Balance 9060 Rain Cloud Grey debuted on September 2nd, 2022, and originally retailed at $150.",https://images.stockx.com/360/New-Balance-9060-Rain-Cloud-Grey/Images/New-Balance-9060-Rain-Cloud-Grey/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1689149957&h=384&q=60,U9060GRY,,,
1720489536-107,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,New Balance,https://stockx.com/new-balance,New Balance 9060 Black Castlerock GreyLowest AskCA$132,https://stockx.com/new-balance-9060-black-castlerock-grey,New Balance 9060Black Castlerock Grey,132.00,"The New Balance 9060 Black Castlerock Grey was inspired by a 90s model and comes in a grey, black, and red colorway.




This Black New Balance 9060 sneaker consists of a black mesh base with monochromatic pigskin suede and leather overlays. The shoe is designed with ""N"" branding on the side panel, a plush tongue, and flat laces. The model has a CR device at the heel. The design is completed by a chunky, dual-density midsole equipped with ABZORB and SBS cushioning.




The New Balance 9060 Black Castlerock Grey was released on September 2nd, 2022, at a retail price of $150.",https://images.stockx.com/360/New-Balance-9060-Black-Castlerock-Grey/Images/New-Balance-9060-Black-Castlerock-Grey/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1665037505&h=384&q=60,U9060BLK,,,
1720489541-108,https://stockx.com/collectibles,Casual,https://stockx.com/accessories,Converse,https://stockx.com/converse,Converse DRKSTAR Hi Rick Owens DRKSHDW Black EgretLowest AskCA$202,https://stockx.com/converse-drkshdw-drkstar-hi-rick-owens-black-white,Converse DRKSTAR HiRick Owens DRKSHDW Black Egret,202.00,"Since its debut, Converse DRKSTAR Hi Rick Owens DRKSHDW Black White is a seamless combination of Converse's classic Chuck Taylor design and Rick Owens' aesthetic.




The upper part of Converse DRKSTAR Hi Rick Owens DRKSHDW Black White is made of waxed cotton with an elongated tongue. The white toe cap is made of the signature DRKSHDW coupled with toe overlays. The shoe’s white heel is made of molded rubber. The soft canvas of the shoe helps to prevent blisters and provides flexibility.




Converse DRKSTAR Hi Rick Owens  DRKSHDW Black White was first released on February 22, 2022, at a price of $195.",https://images.stockx.com/360/Converse-Compra-DRKSTAR-Hi-Rick-Owens-Black-White/Images/Converse-Compra-DRKSTAR-Hi-Rick-Owens-Black-White/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1646161556&h=384&q=60,A00130C,,,
1720489544-109,https://stockx.com/collectibles,Casual,https://stockx.com/accessories,Converse,https://stockx.com/converse,Converse As-1 Pro Ox Dark BurgundyLowest AskCA$148,https://stockx.com/converse-as-1-pro-ox-dark-burgundy,Converse As-1 Pro OxDark Burgundy,148.00,,https://images.stockx.com/images/Converse-As-1-Pro-Ox-Dark-Burgundy.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1712790238&q=60,,,,
1720489546-110,https://stockx.com/collectibles,Casual,https://stockx.com/accessories,Converse,https://stockx.com/converse,Converse TURBOWPN Mid Rick Owens DRKSHDW CaveLowest AskCA$241,https://stockx.com/converse-turbowpn-mid-rick-owens-drkshdw-cave,Converse TURBOWPN MidRick Owens DRKSHDW Cave,241.00,,https://images.stockx.com/images/Converse-TURBOWPN-Mid-Rick-Owens-DRKSHDW-Cave.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1712948398&q=60,,,,
1720489549-111,https://stockx.com/collectibles,Casual,https://stockx.com/accessories,Converse,https://stockx.com/converse,Converse Chuck Taylor All Star 70 Ox Golf le Fleur Digital Leopard TealLowest AskCA$178,https://stockx.com/converse-chuck-taylor-all-star-70-ox-golf-le-fleur-digital-leopard-teal,Converse Chuck Taylor All Star 70 OxGolf le Fleur Digital Leopard Teal,178.00,,https://images.stockx.com/360/Converse-Chuck-Taylor-All-Star-70-Ox-Golf-le-Fleur-Digital-Leopard-Teal/Images/Converse-Chuck-Taylor-All-Star-70-Ox-Golf-le-Fleur-Digital-Leopard-Teal/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1714760621&h=384&q=60,,,,
1720489551-112,https://stockx.com/collectibles,Casual,https://stockx.com/accessories,Converse,https://stockx.com/converse,Converse Chuck Taylor All Star 70 Hi Golf le Fleur Flame PaprikaLowest AskCA$169,https://stockx.com/converse-chuck-taylor-all-star-70-hi-golf-wang-flame-paprika,Converse Chuck Taylor All Star 70 HiGolf le Fleur Flame Paprika,169.00,"The Converse Chuck Taylor All Star 70 Hi Golf le Fleur Flame Paprika is part of a collaboration between Converse and Golf Wang, a Los Angeles-based streetwear label founded by Tyler, the Creator.




This high-top sneaker boasts a vibrant colorway of Paprika, Egret, and Salmon Rose with an abstract flame print. Set against a canvas background in Paprika, each flame comes in Salmon Rose and is outlined with blue and bright red. A set of three lines on the midsole tonally match the flame decals. Like other Converse models, this version features prominent Converse All Star branding on the heel. The choice of Egret, an off-white color, on the laces and midsole grounds the sneaker and allows the bold pattern to stand out.




Our experts at StockX like the Paprika color on the bumper stamp. The Converse Chuck Taylor All Star 70 Hi Golf le Fleur Flame Paprika was released on September 21st, 2023, and retailed at $100.",https://images.stockx.com/360/Converse-Chuck-Taylor-All-Star-70-Hi-Golf-Wang-Flame-Paprika/Images/Converse-Chuck-Taylor-All-Star-70-Hi-Golf-Wang-Flame-Paprika/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1696947670&h=384&q=60,A08646C,,,
